"ItemID"	"Status"	"ItemName"
1	"COMPLETE"	"test2_AW_20130426_20130725.csv"
2	"COMPLETE"	"test2_AW_20130725_20131015.csv"
3	"COMPLETE"	"test2_AW_20140901_20140930.csv"
4	"SKIPPED (Non-Match, SiteID)"	"test4_AW_20160418_20160726.csv"
