SiteID,Date Time,DO_conc,temp_F,Depth
TestLake,2018-07-02 16:00,2.24,49.68,9
TestLake,2018-07-02 17:00,2.54,50.76,9
TestLake,2018-07-02 18:00,2.63,50.65,9
TestLake,2018-07-02 19:00,2.26,49.89,9
TestLake,2018-07-02 20:00,2.48,50.07,9
TestLake,2018-07-02 21:00,2.63,50.54,9
TestLake,2018-07-02 22:00,2.5,50.36,9
TestLake,2018-07-02 23:00,2.56,50.43,9
TestLake,2018-07-03 00:00,2.59,50.65,9
TestLake,2018-07-03 01:00,2.71,51.01,9
TestLake,2018-07-03 02:00,2.61,51.15,9
TestLake,2018-07-03 03:00,2.65,51.37,9
TestLake,2018-07-03 04:00,2.59,50.83,9
TestLake,2018-07-03 05:00,2.03,50.18,9
TestLake,2018-07-03 06:00,2.23,50.22,9
TestLake,2018-07-03 07:00,2.21,50.54,9
TestLake,2018-07-03 08:00,1.61,49.71,9
TestLake,2018-07-03 09:00,1.96,49.28,9
TestLake,2018-07-03 10:00,1.93,49.17,9
TestLake,2018-07-03 11:00,2.07,49.53,9
TestLake,2018-07-03 12:00,2.12,49.68,9
TestLake,2018-07-03 13:00,2.18,49.75,9
TestLake,2018-07-03 14:00,1.99,49.35,9
TestLake,2018-07-03 15:00,1.92,49.28,9
TestLake,2018-07-03 16:00,2.03,49.64,9
TestLake,2018-07-03 17:00,2.1,50.36,9
TestLake,2018-07-03 18:00,1.96,50,9
TestLake,2018-07-03 19:00,1.74,49.03,9
TestLake,2018-07-03 20:00,1.81,49.14,9
TestLake,2018-07-03 21:00,1.95,49.17,9
TestLake,2018-07-03 22:00,1.98,49.35,9
TestLake,2018-07-03 23:00,2.07,49.57,9
TestLake,2018-07-04 00:00,2.13,49.82,9
TestLake,2018-07-04 01:00,2.17,50.11,9
TestLake,2018-07-04 02:00,2.07,49.78,9
TestLake,2018-07-04 03:00,2.1,49.78,9
TestLake,2018-07-04 04:00,2.08,49.68,9
TestLake,2018-07-04 05:00,2.2,49.89,9
TestLake,2018-07-04 06:00,2.23,50.04,9
TestLake,2018-07-04 07:00,2.24,50.18,9
TestLake,2018-07-04 08:00,2.24,50.11,9
TestLake,2018-07-04 09:00,2.38,50.43,9
TestLake,2018-07-04 10:00,2.64,51.8,9
TestLake,2018-07-04 11:00,2.07,50.22,9
TestLake,2018-07-04 12:00,1.91,49.39,9
TestLake,2018-07-04 13:00,1.88,49.39,9
TestLake,2018-07-04 14:00,2.13,49.53,9
TestLake,2018-07-04 15:00,2.61,51.08,9
TestLake,2018-07-04 16:00,2.55,51.19,9
TestLake,2018-07-04 17:00,2.45,51.15,9
TestLake,2018-07-04 18:00,2.09,50.79,9
TestLake,2018-07-04 19:00,1.78,49.57,9
TestLake,2018-07-04 20:00,1.8,49.68,9
TestLake,2018-07-04 21:00,2.14,50,9
TestLake,2018-07-04 22:00,2.1,49.89,9
TestLake,2018-07-04 23:00,2.01,49.64,9
TestLake,2018-07-05 00:00,1.99,50.4,9
TestLake,2018-07-05 01:00,2.04,50.68,9
TestLake,2018-07-05 02:00,2.15,50.72,9
TestLake,2018-07-05 03:00,2.08,50.58,9
TestLake,2018-07-05 04:00,2.43,50.86,9
TestLake,2018-07-05 05:00,2.42,51.15,9
TestLake,2018-07-05 06:00,2.37,50.9,9
TestLake,2018-07-05 07:00,2.11,50.43,9
TestLake,2018-07-05 08:00,1.97,50.54,9
TestLake,2018-07-05 09:00,2.27,51.15,9
TestLake,2018-07-05 10:00,2.65,51.8,9
TestLake,2018-07-05 11:00,2,51.44,9
TestLake,2018-07-05 12:00,2.11,51.12,9
TestLake,2018-07-05 13:00,1.91,50.5,9
TestLake,2018-07-05 14:00,1.76,50.29,9
TestLake,2018-07-05 15:00,1.71,49.96,9
TestLake,2018-07-05 16:00,1.73,50.14,9
TestLake,2018-07-05 17:00,1.7,49.39,9
TestLake,2018-07-05 18:00,1.68,49.6,9
TestLake,2018-07-05 19:00,1.58,49.28,9
TestLake,2018-07-05 20:00,1.62,49.53,9
TestLake,2018-07-05 21:00,1.66,49.71,9
TestLake,2018-07-05 22:00,1.7,49.82,9
TestLake,2018-07-05 23:00,1.76,50.18,9
TestLake,2018-07-06 00:00,1.73,50.25,9
TestLake,2018-07-06 01:00,1.93,50.76,9
TestLake,2018-07-06 02:00,1.45,50.18,9
TestLake,2018-07-06 03:00,1.55,50,9
TestLake,2018-07-06 04:00,1.74,50.54,9
TestLake,2018-07-06 05:00,1.98,50.97,9
TestLake,2018-07-06 06:00,2.15,51.19,9
TestLake,2018-07-06 07:00,2.01,51.08,9
TestLake,2018-07-06 08:00,1.66,50.68,9
TestLake,2018-07-06 09:00,1.77,50.04,9
TestLake,2018-07-06 10:00,1.66,49.86,9
TestLake,2018-07-06 11:00,1.63,49.71,9
TestLake,2018-07-06 12:00,1.69,49.86,9
TestLake,2018-07-06 13:00,1.83,49.75,9
TestLake,2018-07-06 14:00,1.84,50,9
TestLake,2018-07-06 15:00,1.86,49.82,9
TestLake,2018-07-06 16:00,1.8,50.25,9
TestLake,2018-07-06 17:00,1.83,50.11,9
TestLake,2018-07-06 18:00,1.84,50.07,9
TestLake,2018-07-06 19:00,1.87,50.32,9
TestLake,2018-07-06 20:00,1.87,49.96,9
TestLake,2018-07-06 21:00,1.84,49.86,9
TestLake,2018-07-06 22:00,1.69,49.68,9
TestLake,2018-07-06 23:00,1.59,50.04,9
TestLake,2018-07-07 00:00,1.76,50.68,9
TestLake,2018-07-07 01:00,1.79,50.94,9
TestLake,2018-07-07 02:00,1.77,50.18,9
TestLake,2018-07-07 03:00,1.83,50.68,9
TestLake,2018-07-07 04:00,1.89,50.94,9
TestLake,2018-07-07 05:00,1.78,50.07,9
TestLake,2018-07-07 06:00,1.77,50.11,9
TestLake,2018-07-07 07:00,1.69,50.25,9
TestLake,2018-07-07 08:00,1.7,50.25,9
TestLake,2018-07-07 09:00,1.7,50.25,9
TestLake,2018-07-07 10:00,1.69,50.11,9
TestLake,2018-07-07 11:00,1.59,49.64,9
TestLake,2018-07-07 12:00,1.6,49.68,9
TestLake,2018-07-07 13:00,1.64,49.78,9
TestLake,2018-07-07 14:00,1.71,49.93,9
TestLake,2018-07-07 15:00,1.62,49.64,9
TestLake,2018-07-07 16:00,1.52,49.64,9
TestLake,2018-07-07 17:00,1.32,49.46,9
TestLake,2018-07-07 18:00,1.45,49.53,9
TestLake,2018-07-07 19:00,1.48,49.71,9
TestLake,2018-07-07 20:00,1.54,49.78,9
TestLake,2018-07-07 21:00,1.43,49.6,9
TestLake,2018-07-07 22:00,1.77,50.47,9
TestLake,2018-07-07 23:00,1.55,50,9
TestLake,2018-07-08 00:00,1.96,50.94,9
TestLake,2018-07-08 01:00,2.07,51.12,9
TestLake,2018-07-08 02:00,2.15,51.44,9
TestLake,2018-07-08 03:00,1.99,51.48,9
TestLake,2018-07-08 04:00,1.95,51.48,9
TestLake,2018-07-08 05:00,1.93,51.33,9
TestLake,2018-07-08 06:00,1.9,50.94,9
TestLake,2018-07-08 07:00,1.83,50.72,9
TestLake,2018-07-08 08:00,1.78,50.54,9
TestLake,2018-07-08 09:00,1.83,50.94,9
TestLake,2018-07-08 10:00,1.94,51.69,9
TestLake,2018-07-08 11:00,1.8,50.61,9
TestLake,2018-07-08 12:00,1.81,51.15,9
TestLake,2018-07-08 13:00,1.9,51.4,9
TestLake,2018-07-08 14:00,2.53,53.2,9
TestLake,2018-07-08 15:00,2.07,52.12,9
TestLake,2018-07-08 16:00,2.23,52.59,9
TestLake,2018-07-08 17:00,1.68,50.86,9
TestLake,2018-07-08 18:00,1.38,50.07,9
TestLake,2018-07-08 19:00,1.74,50.97,9
TestLake,2018-07-08 20:00,1.37,49.89,9
TestLake,2018-07-08 21:00,1.46,50.11,9
TestLake,2018-07-08 22:00,1.44,50.14,9
TestLake,2018-07-08 23:00,1.64,50.76,9
TestLake,2018-07-09 00:00,1.31,50.18,9
TestLake,2018-07-09 01:00,1.17,49.57,9
TestLake,2018-07-09 02:00,1.24,49.6,9
TestLake,2018-07-09 03:00,1.3,49.68,9
TestLake,2018-07-09 04:00,1.27,49.71,9
TestLake,2018-07-09 05:00,1.28,49.78,9
TestLake,2018-07-09 06:00,1.68,50.76,9
TestLake,2018-07-09 07:00,1.68,50.9,9
TestLake,2018-07-09 08:00,1.63,50.76,9
TestLake,2018-07-09 09:00,1.72,51.15,9
TestLake,2018-07-09 10:00,1.75,51.26,9
TestLake,2018-07-09 11:00,1.53,50.5,9
TestLake,2018-07-09 12:00,1.42,50.32,9
TestLake,2018-07-09 13:00,1.57,50.72,9
TestLake,2018-07-09 14:00,1.58,50.79,9
TestLake,2018-07-09 15:00,1.86,51.12,9
TestLake,2018-07-09 16:00,1.55,50.76,9
TestLake,2018-07-09 17:00,1.15,49.89,9
TestLake,2018-07-09 18:00,1.3,50.36,9
TestLake,2018-07-09 19:00,1.45,50.4,9
TestLake,2018-07-09 20:00,1.33,50.43,9
TestLake,2018-07-09 21:00,1.22,50.04,9
TestLake,2018-07-09 22:00,1.25,50.29,9
TestLake,2018-07-09 23:00,1.38,50.58,9
TestLake,2018-07-10 00:00,1.4,50.32,9
TestLake,2018-07-10 01:00,1.39,50.9,9
TestLake,2018-07-10 02:00,1.63,50.97,9
TestLake,2018-07-10 03:00,1.6,50.97,9
TestLake,2018-07-10 04:00,1.53,51.01,9
TestLake,2018-07-10 05:00,1.7,51.3,9
TestLake,2018-07-10 06:00,1.65,51.15,9
TestLake,2018-07-10 07:00,1.62,51.15,9
TestLake,2018-07-10 08:00,1.62,51.08,9
TestLake,2018-07-10 09:00,1.56,50.83,9
TestLake,2018-07-10 10:00,1.45,50.76,9
TestLake,2018-07-10 11:00,1.46,50.68,9
TestLake,2018-07-10 12:00,1.25,50.47,9
TestLake,2018-07-10 13:00,1.33,50.65,9
TestLake,2018-07-10 14:00,1.64,51.19,9
TestLake,2018-07-10 15:00,1.66,51.51,9
TestLake,2018-07-10 16:00,1.7,51.37,9
TestLake,2018-07-10 17:00,1.63,51.44,9
TestLake,2018-07-10 18:00,1.53,51.26,9
TestLake,2018-07-10 19:00,1.69,51.3,9
TestLake,2018-07-10 20:00,1.5,50.97,9
TestLake,2018-07-10 21:00,1.58,51.04,9
TestLake,2018-07-10 22:00,1.51,51.15,9
TestLake,2018-07-10 23:00,1.47,50.94,9
TestLake,2018-07-11 00:00,1.43,50.76,9
TestLake,2018-07-11 01:00,1.38,50.58,9
TestLake,2018-07-11 02:00,1.35,50.5,9
TestLake,2018-07-11 03:00,1.31,50.4,9
TestLake,2018-07-11 04:00,1.16,50.07,9
TestLake,2018-07-11 05:00,1.19,49.93,9
TestLake,2018-07-11 06:00,1.18,50.14,9
TestLake,2018-07-11 07:00,1.27,50.25,9
TestLake,2018-07-11 08:00,1.32,50.32,9
TestLake,2018-07-11 09:00,1.34,50.58,9
TestLake,2018-07-11 10:00,1.37,50.65,9
TestLake,2018-07-11 11:00,1.18,50.04,9
TestLake,2018-07-11 12:00,1.5,51.12,9
TestLake,2018-07-11 13:00,1.98,53.02,9
TestLake,2018-07-11 14:00,1.51,51.37,9
TestLake,2018-07-11 15:00,1.51,51.22,9
TestLake,2018-07-11 16:00,1.19,50.22,9
TestLake,2018-07-11 17:00,1.31,50.5,9
TestLake,2018-07-11 18:00,1.54,51.62,9
TestLake,2018-07-11 19:00,1.3,51.12,9
TestLake,2018-07-11 20:00,1.4,51.08,9
TestLake,2018-07-11 21:00,1.36,51.15,9
TestLake,2018-07-11 22:00,1.23,50.72,9
TestLake,2018-07-11 23:00,1.34,51.01,9
TestLake,2018-07-12 00:00,1.45,51.37,9
TestLake,2018-07-12 01:00,1.39,51.15,9
TestLake,2018-07-12 02:00,1.45,51.37,9
TestLake,2018-07-12 03:00,1.25,50.65,9
TestLake,2018-07-12 04:00,1.39,50.97,9
TestLake,2018-07-12 05:00,1.65,52.23,9
TestLake,2018-07-12 06:00,2.24,53.71,9
TestLake,2018-07-12 07:00,1.5,52.99,9
TestLake,2018-07-12 08:00,1.53,52.52,9
TestLake,2018-07-12 09:00,1.31,50.79,9
TestLake,2018-07-12 10:00,0.85,50.11,9
TestLake,2018-07-12 11:00,1.25,50.4,9
TestLake,2018-07-12 12:00,1.54,51.91,9
TestLake,2018-07-12 13:00,1.21,51.19,9
TestLake,2018-07-12 14:00,1.24,51.3,9
TestLake,2018-07-12 15:00,1.2,50.65,9
TestLake,2018-07-12 16:00,1.36,51.04,9
TestLake,2018-07-12 17:00,1.17,50.79,9
TestLake,2018-07-12 18:00,1.2,50.83,9
TestLake,2018-07-12 19:00,1.32,51.37,9
TestLake,2018-07-12 20:00,1.35,51.48,9
TestLake,2018-07-12 21:00,1.37,51.33,9
TestLake,2018-07-12 22:00,1.38,51.48,9
TestLake,2018-07-12 23:00,1.36,51.55,9
TestLake,2018-07-13 00:00,1.42,51.58,9
TestLake,2018-07-13 01:00,1.54,52.09,9
TestLake,2018-07-13 02:00,1.46,51.91,9
TestLake,2018-07-13 03:00,1.53,52.48,9
TestLake,2018-07-13 04:00,1.51,52.38,9
TestLake,2018-07-13 05:00,1.19,51.76,9
TestLake,2018-07-13 06:00,1.04,51.4,9
TestLake,2018-07-13 07:00,0.93,51.12,9
TestLake,2018-07-13 08:00,1.18,51.37,9
TestLake,2018-07-13 09:00,1.37,52.02,9
TestLake,2018-07-13 10:00,1.39,52.16,9
TestLake,2018-07-13 11:00,0.99,50.94,9
TestLake,2018-07-13 12:00,1,50.76,9
TestLake,2018-07-13 13:00,0.89,50.9,9
TestLake,2018-07-13 14:00,0.95,51.19,9
TestLake,2018-07-13 15:00,1.06,51.51,9
TestLake,2018-07-13 16:00,1.05,51.37,9
TestLake,2018-07-13 17:00,1.06,51.44,9
TestLake,2018-07-13 18:00,1.02,51.48,9
TestLake,2018-07-13 19:00,0.98,51.08,9
TestLake,2018-07-13 20:00,0.78,50.61,9
TestLake,2018-07-13 21:00,0.83,51.01,9
TestLake,2018-07-13 22:00,0.87,51.48,9
TestLake,2018-07-13 23:00,0.93,51.55,9
TestLake,2018-07-14 00:00,0.92,51.51,9
TestLake,2018-07-14 01:00,0.93,51.55,9
TestLake,2018-07-14 02:00,0.97,51.51,9
TestLake,2018-07-14 03:00,1.25,51.3,9
TestLake,2018-07-14 04:00,1.27,51.4,9
TestLake,2018-07-14 05:00,1.26,51.44,9
TestLake,2018-07-14 06:00,0.99,51.15,9
TestLake,2018-07-14 07:00,0.87,50.47,9
TestLake,2018-07-14 08:00,0.9,50.68,9
TestLake,2018-07-14 09:00,0.95,50.86,9
TestLake,2018-07-14 10:00,0.99,51.12,9
TestLake,2018-07-14 11:00,0.96,51.04,9
TestLake,2018-07-14 12:00,1.05,51.48,9
TestLake,2018-07-14 13:00,1.16,51.69,9
TestLake,2018-07-14 14:00,1.2,51.73,9
TestLake,2018-07-14 15:00,1.14,51.12,9
TestLake,2018-07-14 16:00,1.1,51.22,9
TestLake,2018-07-14 17:00,0.89,51.4,9
TestLake,2018-07-14 18:00,1.1,51.4,9
TestLake,2018-07-14 19:00,1.12,51.3,9
TestLake,2018-07-14 20:00,1.17,51.4,9
TestLake,2018-07-14 21:00,1.03,51.51,9
TestLake,2018-07-14 22:00,1.07,51.51,9
TestLake,2018-07-14 23:00,1.11,51.98,9
TestLake,2018-07-15 00:00,1.06,52.05,9
TestLake,2018-07-15 01:00,1,51.87,9
TestLake,2018-07-15 02:00,0.98,51.33,9
TestLake,2018-07-15 03:00,1.07,51.26,9
TestLake,2018-07-15 04:00,1.11,51.22,9
TestLake,2018-07-15 05:00,1.02,51.26,9
TestLake,2018-07-15 06:00,1.02,51.3,9
TestLake,2018-07-15 07:00,1.06,51.37,9
TestLake,2018-07-15 08:00,0.96,51.58,9
TestLake,2018-07-15 09:00,1.13,51.62,9
TestLake,2018-07-15 10:00,1.19,51.76,9
TestLake,2018-07-15 11:00,0.99,51.22,9
TestLake,2018-07-15 12:00,0.99,51.01,9
TestLake,2018-07-15 13:00,0.94,50.61,9
TestLake,2018-07-15 14:00,1.05,51.19,9
TestLake,2018-07-15 15:00,0.99,50.86,9
TestLake,2018-07-15 16:00,0.96,51.08,9
TestLake,2018-07-15 17:00,0.99,51.33,9
TestLake,2018-07-15 18:00,1.02,51.12,9
TestLake,2018-07-15 19:00,0.9,50.94,9
TestLake,2018-07-15 20:00,0.93,50.79,9
TestLake,2018-07-15 21:00,0.99,51.12,9
TestLake,2018-07-15 22:00,0.97,51.15,9
TestLake,2018-07-15 23:00,1.03,51.33,9
TestLake,2018-07-16 00:00,1,51.4,9
TestLake,2018-07-16 01:00,1.13,52.02,9
TestLake,2018-07-16 02:00,1.08,51.76,9
TestLake,2018-07-16 03:00,1.12,52.05,9
TestLake,2018-07-16 04:00,1.13,52.05,9
TestLake,2018-07-16 05:00,1.12,51.98,9
TestLake,2018-07-16 06:00,1.09,51.87,9
TestLake,2018-07-16 07:00,0.97,51.37,9
TestLake,2018-07-16 08:00,1,51.51,9
TestLake,2018-07-16 09:00,1.07,51.76,9
TestLake,2018-07-16 10:00,1.14,52.12,9
TestLake,2018-07-16 11:00,1.13,52.38,9
TestLake,2018-07-16 12:00,0.84,51.94,9
TestLake,2018-07-16 13:00,0.97,51.04,9
TestLake,2018-07-16 14:00,0.81,50.76,9
TestLake,2018-07-16 15:00,0.95,51.15,9
TestLake,2018-07-16 16:00,1,51.4,9
TestLake,2018-07-16 17:00,0.82,50.9,9
TestLake,2018-07-16 18:00,0.83,50.86,9
TestLake,2018-07-16 19:00,1.04,51.55,9
TestLake,2018-07-16 20:00,1.02,51.66,9
TestLake,2018-07-16 21:00,0.89,51.4,9
TestLake,2018-07-16 22:00,0.85,50.97,9
TestLake,2018-07-16 23:00,0.91,51.48,9
TestLake,2018-07-17 00:00,0.86,51.08,9
TestLake,2018-07-17 01:00,0.83,50.97,9
TestLake,2018-07-17 02:00,0.9,51.3,9
TestLake,2018-07-17 03:00,0.98,51.55,9
TestLake,2018-07-17 04:00,0.97,51.84,9
TestLake,2018-07-17 05:00,0.99,51.98,9
TestLake,2018-07-17 06:00,0.95,51.73,9
TestLake,2018-07-17 07:00,0.92,51.4,9
TestLake,2018-07-17 08:00,0.96,51.66,9
TestLake,2018-07-17 09:00,0.95,51.51,9
TestLake,2018-07-17 10:00,0.97,51.66,9
TestLake,2018-07-17 11:00,0.98,51.69,9
TestLake,2018-07-17 12:00,0.85,51.48,9
TestLake,2018-07-17 13:00,0.81,51.37,9
TestLake,2018-07-17 14:00,0.7,51.22,9
TestLake,2018-07-17 15:00,0.77,51.19,9
TestLake,2018-07-17 16:00,0.66,51.19,9
TestLake,2018-07-17 17:00,0.78,51.51,9
TestLake,2018-07-17 18:00,0.73,51.37,9
TestLake,2018-07-17 19:00,0.84,51.58,9
TestLake,2018-07-17 20:00,0.89,51.62,9
TestLake,2018-07-17 21:00,0.9,51.58,9
TestLake,2018-07-17 22:00,0.77,51.04,9
TestLake,2018-07-17 23:00,0.78,50.97,9
TestLake,2018-07-18 00:00,0.87,51.44,9
TestLake,2018-07-18 01:00,0.84,51.48,9
TestLake,2018-07-18 02:00,0.82,51.26,9
TestLake,2018-07-18 03:00,0.79,51.15,9
TestLake,2018-07-18 04:00,0.76,51.22,9
TestLake,2018-07-18 05:00,0.86,51.58,9
TestLake,2018-07-18 06:00,0.94,51.8,9
TestLake,2018-07-18 07:00,0.89,51.8,9
TestLake,2018-07-18 08:00,0.87,51.51,9
TestLake,2018-07-18 09:00,0.85,51.48,9
TestLake,2018-07-18 10:00,0.84,51.33,9
TestLake,2018-07-18 11:00,0.86,51.66,9
TestLake,2018-07-18 12:00,0.94,52.16,9
TestLake,2018-07-18 13:00,0.95,52.16,9
TestLake,2018-07-18 14:00,0.93,52.12,9
TestLake,2018-07-18 15:00,0.82,51.84,9
TestLake,2018-07-18 16:00,0.75,51.33,9
TestLake,2018-07-18 17:00,0.85,51.58,9
TestLake,2018-07-18 18:00,0.86,51.8,9
TestLake,2018-07-18 19:00,0.87,52.12,9
TestLake,2018-07-18 20:00,0.87,52.16,9
TestLake,2018-07-18 21:00,0.86,52.16,9
TestLake,2018-07-18 22:00,0.85,52.16,9
TestLake,2018-07-18 23:00,0.88,52.23,9
TestLake,2018-07-19 00:00,0.87,52.38,9
TestLake,2018-07-19 01:00,0.87,52.27,9
TestLake,2018-07-19 02:00,0.9,52.45,9
TestLake,2018-07-19 03:00,0.81,52.12,9
TestLake,2018-07-19 04:00,0.84,52.02,9
TestLake,2018-07-19 05:00,0.83,52.09,9
TestLake,2018-07-19 06:00,0.81,52.05,9
TestLake,2018-07-19 07:00,0.7,51.76,9
TestLake,2018-07-19 08:00,0.67,51.87,9
TestLake,2018-07-19 09:00,0.72,51.51,9
TestLake,2018-07-19 10:00,0.73,51.19,9
TestLake,2018-07-19 11:00,0.74,51.19,9
TestLake,2018-07-19 12:00,0.72,51.22,9
TestLake,2018-07-19 13:00,0.73,51.33,9
TestLake,2018-07-19 14:00,0.77,51.8,9
TestLake,2018-07-19 15:00,0.71,51.12,9
TestLake,2018-07-19 16:00,0.48,50.83,9
TestLake,2018-07-19 17:00,0.67,51.37,9
TestLake,2018-07-19 18:00,0.68,51.37,9
TestLake,2018-07-19 19:00,0.69,51.15,9
TestLake,2018-07-19 20:00,0.73,51.48,9
TestLake,2018-07-19 21:00,0.73,52.27,9
TestLake,2018-07-19 22:00,0.64,50.83,9
TestLake,2018-07-19 23:00,0.66,50.9,9
TestLake,2018-07-20 00:00,0.64,51.01,9
TestLake,2018-07-20 01:00,0.57,50.5,9
TestLake,2018-07-20 02:00,0.65,50.72,9
TestLake,2018-07-20 03:00,0.68,51.62,9
TestLake,2018-07-20 04:00,0.69,51.58,9
TestLake,2018-07-20 05:00,0.66,52.34,9
TestLake,2018-07-20 06:00,0.71,51.98,9
TestLake,2018-07-20 07:00,0.72,51.66,9
TestLake,2018-07-20 08:00,0.72,52.2,9
TestLake,2018-07-20 09:00,0.71,51.94,9
TestLake,2018-07-20 10:00,0.71,52.16,9
TestLake,2018-07-20 11:00,0.65,52.2,9
TestLake,2018-07-20 12:00,0.72,52.81,9
TestLake,2018-07-20 13:00,0.72,52.56,9
TestLake,2018-07-20 14:00,0.69,52.59,9
TestLake,2018-07-20 15:00,0.71,52.52,9
TestLake,2018-07-20 16:00,0.63,52.2,9
TestLake,2018-07-20 17:00,0.67,51.62,9
TestLake,2018-07-20 18:00,0.6,51.8,9
TestLake,2018-07-20 19:00,0.64,51.76,9
TestLake,2018-07-20 20:00,0.56,51.84,9
TestLake,2018-07-20 21:00,0.63,52.02,9
TestLake,2018-07-20 22:00,0.65,52.38,9
TestLake,2018-07-20 23:00,0.64,52.23,9
TestLake,2018-07-21 00:00,0.63,51.87,9
TestLake,2018-07-21 01:00,0.66,51.76,9
TestLake,2018-07-21 02:00,0.65,51.44,9
TestLake,2018-07-21 03:00,0.65,52.12,9
TestLake,2018-07-21 04:00,0.64,51.37,9
TestLake,2018-07-21 05:00,0.47,50.79,9
TestLake,2018-07-21 06:00,0.64,51.62,9
TestLake,2018-07-21 07:00,0.63,51.98,9
TestLake,2018-07-21 08:00,0.45,51.37,9
TestLake,2018-07-21 09:00,0.44,51.22,9
TestLake,2018-07-21 10:00,0.65,51.94,9
TestLake,2018-07-21 11:00,0.6,51.44,9
TestLake,2018-07-21 12:00,0.63,51.22,9
TestLake,2018-07-21 13:00,0.64,52.09,9
TestLake,2018-07-21 14:00,0.65,51.8,9
TestLake,2018-07-21 15:00,0.65,51.58,9
TestLake,2018-07-21 16:00,0.64,51.48,9
TestLake,2018-07-21 17:00,0.63,51.44,9
TestLake,2018-07-21 18:00,0.64,51.4,9
TestLake,2018-07-21 19:00,0.62,51.51,9
TestLake,2018-07-21 20:00,0.63,51.33,9
TestLake,2018-07-21 21:00,0.62,51.3,9
TestLake,2018-07-21 22:00,0.64,51.58,9
TestLake,2018-07-21 23:00,0.55,51.84,9
TestLake,2018-07-22 00:00,0.6,51.66,9
TestLake,2018-07-22 01:00,0.63,51.8,9
TestLake,2018-07-22 02:00,0.54,52.16,9
TestLake,2018-07-22 03:00,0.53,52.09,9
TestLake,2018-07-22 04:00,0.56,52.48,9
TestLake,2018-07-22 05:00,0.55,52.3,9
TestLake,2018-07-22 06:00,0.62,51.87,9
TestLake,2018-07-22 07:00,0.55,51.58,9
TestLake,2018-07-22 08:00,0.54,51.4,9
TestLake,2018-07-22 09:00,0.56,51.73,9
TestLake,2018-07-22 10:00,0.55,51.98,9
TestLake,2018-07-22 11:00,0.57,51.84,9
TestLake,2018-07-22 12:00,0.57,51.76,9
TestLake,2018-07-22 13:00,0.56,51.76,9
TestLake,2018-07-22 14:00,0.56,52.09,9
TestLake,2018-07-22 15:00,0.56,51.94,9
TestLake,2018-07-22 16:00,0.58,51.84,9
TestLake,2018-07-22 17:00,0.57,52.63,9
TestLake,2018-07-22 18:00,0.53,52.56,9
TestLake,2018-07-22 19:00,0.59,52.34,9
TestLake,2018-07-22 20:00,0.57,52.2,9
TestLake,2018-07-22 21:00,0.6,52.66,9
TestLake,2018-07-22 22:00,0.55,51.94,9
TestLake,2018-07-22 23:00,0.55,52.09,9
TestLake,2018-07-23 00:00,0.52,51.84,9
TestLake,2018-07-23 01:00,0.51,51.51,9
TestLake,2018-07-23 02:00,0.53,51.66,9
TestLake,2018-07-23 03:00,0.5,51.62,9
TestLake,2018-07-23 04:00,0.54,52.2,9
TestLake,2018-07-23 05:00,0.56,52.56,9
TestLake,2018-07-23 06:00,0.54,51.94,9
TestLake,2018-07-23 07:00,0.58,52.27,9
TestLake,2018-07-23 08:00,0.55,52.38,9
TestLake,2018-07-23 09:00,0.54,52.23,9
TestLake,2018-07-23 10:00,0.42,51.91,9
TestLake,2018-07-23 11:00,0.3,51.4,9
TestLake,2018-07-23 12:00,0.29,51.44,9
TestLake,2018-07-23 13:00,0.45,51.62,9
TestLake,2018-07-23 14:00,0.33,51.19,9
TestLake,2018-07-23 15:00,0.33,51.12,9
TestLake,2018-07-23 16:00,0.22,50.76,9
TestLake,2018-07-23 17:00,0.44,51.08,9
TestLake,2018-07-23 18:00,0.46,51.33,9
TestLake,2018-07-23 19:00,0.38,51.91,9
TestLake,2018-07-23 20:00,0.55,51.58,9
TestLake,2018-07-23 21:00,0.42,52.16,9
TestLake,2018-07-23 22:00,0.48,52.56,9
TestLake,2018-07-23 23:00,0.45,51.55,9
TestLake,2018-07-24 00:00,0.49,51.37,9
TestLake,2018-07-24 01:00,0.49,51.55,9
TestLake,2018-07-24 02:00,0.47,51.48,9
TestLake,2018-07-24 03:00,0.47,51.4,9
TestLake,2018-07-24 04:00,0.48,52.38,9
TestLake,2018-07-24 05:00,0.48,52.09,9
TestLake,2018-07-24 06:00,0.49,52.02,9
TestLake,2018-07-24 07:00,0.48,52.7,9
TestLake,2018-07-24 08:00,0.48,52.45,9
TestLake,2018-07-24 09:00,0.49,52.09,9
TestLake,2018-07-24 10:00,0.48,51.76,9
TestLake,2018-07-24 11:00,0.5,52.05,9
TestLake,2018-07-24 12:00,0.47,51.8,9
TestLake,2018-07-24 13:00,0.47,51.37,9
TestLake,2018-07-24 14:00,0.51,51.33,9
TestLake,2018-07-24 15:00,0.49,52.02,9
TestLake,2018-07-24 16:00,0.42,52.02,9
TestLake,2018-07-24 17:00,0.45,51.73,9
TestLake,2018-07-24 18:00,0.38,51.04,9
TestLake,2018-07-24 19:00,0.46,51.37,9
TestLake,2018-07-24 20:00,0.45,51.3,9
TestLake,2018-07-24 21:00,0.45,51.37,9
TestLake,2018-07-24 22:00,0.46,52.02,9
TestLake,2018-07-24 23:00,0.46,52.38,9
TestLake,2018-07-25 00:00,0.49,52.92,9
TestLake,2018-07-25 01:00,0.5,53.17,9
