"ItemID"	"Status"	"ItemName"
1	"SKIPPED (Non-Match, SiteID)"	"01187300_Gage_20130101_20141231.csv"
2	NA	"test2_AW_20130426_20130725.csv"
3	NA	"test2_AW_20130725_20131015.csv"
4	NA	"test2_AW_20140901_20140930.csv"
5	NA	"test4_AW_20160418_20160726.csv"
