SiteID,Parameter,TimeFrame,TimeValue,mean,median,min,max,range,sd,var,cv,n,q01,q05,q10,q25,q50,q75,q90,q95,q99
01187300_Gage_20130101_20141231,Discharge.ft3.s,year,2013,49.6527800902497,24.9303125,3.71,568.96875,565.25875,71.8761226680438,5166.17700979168,1.44757499051213,312,4.21157604166667,5.49115104166667,6.68263541666667,10.2024739583333,24.9303125,48.4268229166667,132.916979166667,178.5796875,366.318345394736
01187300_Gage_20130101_20141231,Discharge.ft3.s,year,2014,51.4196298858129,28.3864583333333,1.72,656.71875,654.99875,75.8309860817411,5750.33845012921,1.47474780059946,333,1.84985,3.35113881578947,4.46647916666667,11.2432291666667,28.3864583333333,63.7395833333333,108.784333333333,161.164375,431.141666666667
01187300_Gage_20130101_20141231,Discharge.ft3.s,season,Fall,22.0971738211205,10.2544791666667,1.72,241.1,239.38,32.4842273568229,1055.22502696976,1.47006253468371,181,1.75141666666667,2.37739583333333,3.476875,5.6990625,10.2544791666667,22.5583333333333,46.1583333333333,88.05625,163.3925
01187300_Gage_20130101_20141231,Discharge.ft3.s,season,Spring,77.0834384376371,46.865625,9.40083333333333,570.291666666667,560.890833333333,85.6490116307154,7335.75319331843,1.11112079801692,169,10.3753125,12.9577083333333,18.7738333333333,30.75,46.865625,91.6489583333333,155.14375,191.854166666667,477.528333333333
01187300_Gage_20130101_20141231,Discharge.ft3.s,season,Summer,42.2973861496472,15.2026041666667,2.56197916666667,568.96875,566.406770833333,77.8061749425016,6053.80085918316,1.83950314724473,184,3.378709375,4.23394791666667,5.03647916666667,7.5,15.2026041666667,34.1572916666667,97.9397916666669,196.96265625,379.758604166666
01187300_Gage_20130101_20141231,Discharge.ft3.s,season,Winter,70.3152750541895,42.2,19.6539473684211,656.71875,637.064802631579,77.7348365816889,6042.70481838188,1.10551848829122,111,19.9237916666667,24.9303125,27.278125,30.908125,42.2,80.9895833333333,145.763157894737,176.697916666667,330.789473684211
01187300_Gage_20130101_20141231,Discharge.ft3.s,year_season,2013Fall,21.593156712963,10.0203125,5.224375,241.1,235.875625,35.7837176652784,1280.47444994836,1.65717862103027,90,5.25237291666667,5.50896354166667,5.81784375,7.71419270833333,10.0203125,18.9223958333333,31.2566666666667,84.73890625,181.974333333333
01187300_Gage_20130101_20141231,Discharge.ft3.s,year_season,2013Spring,65.7299111711571,42.3557291666667,9.40083333333333,408.604166666667,399.203333333333,64.9679027063366,4220.82838206002,0.988406975587777,84,9.97595416666667,11.5319270833333,12.8544791666667,23.0936458333333,42.3557291666667,87.2205729166667,140.676145833333,176.8796875,294.185208333334
01187300_Gage_20130101_20141231,Discharge.ft3.s,year_season,2013Summer,57.8552626811594,21.2458333333333,3.71,568.96875,565.25875,96.6238270285399,9336.16394964121,1.6700957276961,92,3.79208958333333,4.49415625,4.96063541666667,7.5,21.2458333333333,56.45078125,154.076041666667,235.529364583334,441.616145833334
01187300_Gage_20130101_20141231,Discharge.ft3.s,year_season,2013Winter,58.7888386727689,32.9518092105263,19.6539473684211,339.210526315789,319.556578947368,65.0123346707675,4226.60365934387,1.1058618632125,46,19.6566710526316,22.3362664473684,23.7302083333333,29.1361979166667,32.9518092105263,45.3333333333333,153.234375,171.309895833333,301.315789473684
