Date.Time,Battery,Water.Temp.C,DO.mg.L,Q,SiteID
2019-12-04 21:54,3.44,17.667,8.741,1.005,7392-354869
2019-12-04 22:24,3.44,17.878,8.706,1.006,7392-354869
2019-12-04 22:54,3.44,18.156,8.617,1.005,7392-354869
2019-12-04 23:24,3.44,18.442,8.575,1.006,7392-354869
2019-12-04 23:54,3.45,18.644,8.556,1.006,7392-354869
2019-12-05 00:24,3.45,18.854,8.539,1.007,7392-354869
2019-12-05 00:54,3.45,19.047,8.515,1.006,7392-354869
2019-12-05 01:24,3.45,19.223,8.468,1.006,7392-354869
2019-12-05 01:54,3.45,19.391,8.442,1.005,7392-354869
2019-12-05 02:24,3.45,19.499,8.46,1.007,7392-354869
2019-12-05 02:54,3.45,19.617,8.415,1.005,7392-354869
2019-12-05 03:24,3.45,19.726,8.415,1.006,7392-354869
2019-12-05 03:54,3.45,19.843,8.423,1.006,7392-354869
2019-12-05 04:24,3.45,19.968,8.412,1.006,7392-354869
2019-12-05 04:54,3.46,20.035,8.377,1.005,7392-354869
2019-12-05 05:24,3.46,20.144,8.392,1.007,7392-354869
2019-12-05 05:54,3.46,20.228,8.382,1.007,7392-354869
2019-12-05 06:24,3.46,20.278,8.392,1.008,7392-354869
2019-12-05 06:54,3.46,20.345,8.367,1.006,7392-354869
2019-12-05 07:24,3.46,20.428,8.341,1.005,7392-354869
2019-12-05 07:54,3.46,20.47,8.346,1.007,7392-354869
2019-12-05 08:24,3.46,20.495,8.337,1.007,7392-354869
2019-12-05 08:54,3.46,20.537,8.316,1.006,7392-354869
2019-12-05 09:24,3.46,20.604,8.308,1.007,7392-354869
2019-12-05 09:54,3.46,20.629,8.299,1.006,7392-354869
2019-12-05 10:24,3.46,20.671,8.298,1.006,7392-354869
2019-12-05 10:54,3.47,20.679,8.289,1.006,7392-354869
2019-12-05 11:24,3.47,20.687,8.294,1.007,7392-354869
2019-12-05 11:54,3.46,20.763,8.295,1.008,7392-354869
2019-12-05 12:24,3.47,20.771,8.277,1.006,7392-354869
2019-12-05 12:54,3.47,20.804,8.275,1.006,7392-354869
2019-12-05 13:24,3.47,20.796,8.282,1.006,7392-354869
2019-12-05 13:54,3.47,20.829,8.261,1.006,7392-354869
2019-12-05 14:24,3.47,20.829,8.256,1.006,7392-354869
2019-12-05 14:54,3.47,20.804,8.275,1.006,7392-354869
2019-12-05 15:24,3.47,20.386,8.489,1.005,7392-354869
2019-12-13 15:17,3.49,14.287,9.654,1.004,7392-354869
2019-12-13 15:47,3.49,11.875,10.149,1.004,7392-354869
2019-12-13 16:17,3.49,7.474,9.274,0.997,7392-354869
2019-12-13 16:47,3.48,4.024,9.592,1.004,7392-354869
2019-12-13 17:17,3.48,4.055,9.67,1.005,7392-354869
2019-12-13 17:47,3.48,4.146,9.701,1.006,7392-354869
2019-12-13 18:17,3.48,4.186,9.706,1.004,7392-354869
2019-12-13 18:47,3.48,4.267,9.735,1.004,7392-354869
2019-12-13 19:17,3.48,4.378,9.783,1.005,7392-354869
2019-12-13 19:47,3.48,4.298,9.759,1.006,7392-354869
2019-12-13 20:17,3.48,4.277,9.755,1.005,7392-354869
2019-12-13 20:47,3.47,4.257,9.796,1.005,7392-354869
2019-12-13 21:17,3.47,4.378,9.758,1.004,7392-354869
2019-12-13 21:47,3.47,4.378,9.775,1.005,7392-354869
2019-12-13 22:17,3.47,4.298,9.776,1.005,7392-354869
2019-12-13 22:47,3.47,4.328,9.794,1.006,7392-354869
2019-12-13 23:17,3.47,4.409,9.787,1.005,7392-354869
2019-12-13 23:47,3.47,4.429,9.819,1.005,7392-354869
2019-12-14 00:17,3.47,4.52,9.888,1.005,7392-354869
2019-12-14 00:47,3.47,4.55,9.858,1.004,7392-354869
2019-12-14 01:17,3.47,4.58,9.837,1.005,7392-354869
2019-12-14 01:47,3.47,4.6,9.859,1.005,7392-354869
2019-12-14 02:17,3.47,4.76,9.91,1.005,7392-354869
2019-12-14 02:47,3.46,4.791,9.909,1.006,7392-354869
2019-12-14 03:17,3.46,4.851,9.9,1.005,7392-354869
2019-12-14 03:47,3.46,4.861,9.943,1.005,7392-354869
2019-12-14 04:17,3.46,4.93,9.928,1.004,7392-354869
2019-12-14 04:47,3.46,4.95,9.937,1.004,7392-354869
2019-12-14 05:17,3.46,5.09,9.904,1.005,7392-354869
2019-12-14 05:47,3.46,5.486,9.781,1.005,7392-354869
2019-12-14 06:17,3.46,5.762,9.675,1.005,7392-354869
2019-12-14 06:47,3.46,5.9,9.582,1.005,7392-354869
2019-12-14 07:17,3.46,5.939,9.477,1.005,7392-354869
2019-12-14 07:47,3.46,5.89,9.44,1.004,7392-354869
2019-12-14 08:17,3.46,5.831,9.501,1.006,7392-354869
2019-12-14 08:47,3.46,5.743,9.553,1.004,7392-354869
2019-12-14 09:17,3.46,5.644,9.701,1.003,7392-354869
2019-12-14 09:47,3.46,5.467,10.003,1.004,7392-354869
2019-12-14 10:17,3.45,5.279,10.216,1.004,7392-354869
2019-12-14 10:47,3.45,5.179,10.191,1.005,7392-354869
2019-12-14 11:17,3.45,5.11,9.985,1.004,7392-354869
2019-12-14 11:47,3.45,5.07,9.969,1.004,7392-354869
2019-12-14 12:17,3.45,5.11,9.977,1.004,7392-354869
2019-12-14 12:47,3.45,5.199,9.928,1.005,7392-354869
2019-12-14 13:17,3.45,5.328,9.897,1.005,7392-354869
2019-12-14 13:47,3.45,5.417,9.894,1.005,7392-354869
2019-12-14 14:17,3.45,5.486,9.878,1.006,7392-354869
2019-12-14 14:47,3.45,5.644,9.839,1.005,7392-354869
2019-12-14 15:17,3.45,5.939,9.768,1.004,7392-354869
2019-12-14 15:47,3.45,6.066,9.922,1.006,7392-354869
2019-12-14 16:17,3.44,6.28,9.607,1.005,7392-354869
2019-12-14 16:47,3.44,6.193,9.624,1.004,7392-354869
2019-12-14 17:17,3.44,5.998,9.575,1.004,7392-354869
2019-12-14 17:47,3.44,6.105,9.553,1.004,7392-354869
2019-12-14 18:17,3.44,6.066,9.538,1.005,7392-354869
2019-12-14 18:47,3.44,6.494,9.496,1.005,7392-354869
2019-12-14 19:17,3.44,6.842,9.475,1.004,7392-354869
2019-12-14 19:47,3.44,7.053,9.418,1.004,7392-354869
2019-12-14 20:17,3.44,7.369,9.343,1.006,7392-354869
2019-12-14 20:47,3.44,8.108,9.106,1.005,7392-354869
2019-12-14 21:17,3.44,8.25,9.077,1.004,7392-354869
2019-12-14 21:47,3.44,7.502,9.255,1.003,7392-354869
2019-12-14 22:17,3.44,7.778,9.125,1.005,7392-354869
2019-12-14 22:47,3.44,8.052,9.092,1.004,7392-354869
2019-12-14 23:17,3.44,8.005,9.147,1.004,7392-354869
2019-12-14 23:47,3.44,8.005,9.198,1.005,7392-354869
2019-12-15 00:17,3.44,8.052,9.201,1.004,7392-354869
2019-12-15 00:47,3.44,8.127,9.163,1.003,7392-354869
2019-12-15 01:17,3.43,8.287,9.068,1.005,7392-354869
2019-12-15 01:47,3.44,8.428,8.977,1.004,7392-354869
2019-12-15 02:17,3.44,8.559,8.891,1.004,7392-354869
2019-12-15 02:47,3.43,8.325,8.955,1.004,7392-354869
2019-12-15 03:17,3.43,8.033,9.026,1.004,7392-354869
2019-12-15 03:47,3.43,7.749,9.069,1.004,7392-354869
2019-12-15 04:17,3.43,7.702,8.963,1.003,7392-354869
2019-12-15 04:47,3.43,7.749,8.877,1.005,7392-354869
2019-12-15 05:17,3.43,7.797,8.816,1.003,7392-354869
2019-12-15 05:47,3.43,7.521,8.759,1.005,7392-354869
2019-12-15 06:17,3.43,7.445,8.693,1.004,7392-354869
2019-12-15 06:47,3.43,7.245,8.65,1.004,7392-354869
2019-12-15 07:17,3.43,6.996,8.781,1.005,7392-354869
2019-12-15 07:47,3.43,6.977,8.758,1.004,7392-354869
2019-12-15 08:17,3.43,6.89,8.721,1.004,7392-354869
2019-12-15 08:47,3.43,6.717,8.619,1.004,7392-354869
2019-12-15 09:17,3.43,6.639,8.598,1.004,7392-354869
2019-12-15 09:47,3.43,6.639,8.571,1.004,7392-354869
2019-12-15 10:17,3.43,6.416,8.546,1.004,7392-354869
2019-12-15 10:47,3.43,6.339,8.526,1.005,7392-354869
2019-12-15 11:17,3.43,6.31,8.555,1.004,7392-354869
2019-12-15 11:47,3.42,6.28,8.569,1.005,7392-354869
2019-12-15 12:17,3.42,6.183,8.521,1.004,7392-354869
2019-12-15 12:47,3.42,6.134,8.535,1.005,7392-354869
2019-12-15 13:17,3.42,6.095,8.521,1.006,7392-354869
2019-12-15 13:47,3.42,6.164,8.58,1.005,7392-354869
2019-12-15 14:17,3.42,6.407,8.652,1.005,7392-354869
2019-12-15 14:47,3.42,6.63,8.742,1.005,7392-354869
2019-12-15 15:17,3.42,6.823,8.764,1.005,7392-354869
2019-12-15 15:47,3.42,6.919,8.76,1.004,7392-354869
2019-12-15 16:17,3.42,6.986,8.689,1.005,7392-354869
2019-12-15 16:47,3.42,6.928,8.571,1.005,7392-354869
2019-12-15 17:17,3.42,6.967,8.527,1.004,7392-354869
2019-12-15 17:47,3.42,6.9,8.573,1.005,7392-354869
2019-12-15 18:17,3.42,6.823,8.677,1.005,7392-354869
2019-12-15 18:47,3.42,7.082,8.762,1.006,7392-354869
2019-12-15 19:17,3.42,7.274,8.845,1.006,7392-354869
2019-12-15 19:47,3.42,7.379,9.009,1.005,7392-354869
2019-12-15 20:17,3.42,7.369,9.155,1.006,7392-354869
2019-12-15 20:47,3.42,7.379,9.15,1.005,7392-354869
2019-12-15 21:17,3.42,7.455,9.18,1.005,7392-354869
2019-12-15 21:47,3.42,7.474,9.192,1.005,7392-354869
2019-12-15 22:17,3.42,7.254,9.224,1.005,7392-354869
2019-12-15 22:47,3.42,7.274,9.206,1.005,7392-354869
2019-12-15 23:17,3.42,7.197,9.213,1.005,7392-354869
2019-12-15 23:47,3.42,7.053,9.199,1.006,7392-354869
2019-12-16 00:17,3.42,7.092,9.174,1.006,7392-354869
2019-12-16 00:47,3.42,6.765,9.148,1.005,7392-354869
2019-12-16 01:17,3.42,6.62,9.105,1.005,7392-354869
2019-12-16 01:47,3.42,6.572,9.068,1.005,7392-354869
2019-12-16 02:17,3.42,6.523,9.09,1.005,7392-354869
2019-12-16 02:47,3.42,6.504,9.039,1.005,7392-354869
2019-12-16 03:17,3.42,6.465,9.024,1.005,7392-354869
2019-12-16 03:47,3.42,6.436,9.022,1.005,7392-354869
2019-12-16 04:17,3.41,6.378,9.03,1.005,7392-354869
2019-12-16 04:47,3.41,6.31,9.044,1.006,7392-354869
2019-12-16 05:17,3.41,6.319,9.021,1.006,7392-354869
2019-12-16 05:47,3.41,6.329,9.009,1.006,7392-354869
2019-12-16 06:17,3.41,6.3,9.011,1.006,7392-354869
2019-12-16 06:47,3.41,6.29,8.968,1.005,7392-354869
2019-12-16 07:17,3.41,6.271,8.968,1.006,7392-354869
2019-12-16 07:47,3.41,6.242,8.945,1.004,7392-354869
2019-12-16 08:17,3.41,6.222,8.949,1.006,7392-354869
2019-12-16 08:47,3.41,6.183,8.934,1.006,7392-354869
2019-12-16 09:17,3.41,6.144,8.917,1.005,7392-354869
2019-12-16 09:47,3.41,6.125,8.932,1.005,7392-354869
2019-12-16 10:17,3.41,6.076,8.931,1.005,7392-354869
2019-12-16 10:47,3.41,6.056,8.913,1.005,7392-354869
2019-12-16 11:17,3.41,6.037,8.875,1.006,7392-354869
2019-12-16 11:47,3.41,5.909,8.811,1.005,7392-354869
2019-12-16 12:17,3.41,5.86,8.684,1.005,7392-354869
2019-12-16 12:47,3.41,5.713,8.592,1.005,7392-354869
2019-12-16 13:17,3.41,5.644,8.626,1.006,7392-354869
2019-12-16 13:47,3.41,5.556,8.608,1.006,7392-354869
2019-12-16 14:17,3.41,5.506,8.557,1.007,7392-354869
2019-12-16 14:47,3.41,5.457,8.46,1.005,7392-354869
2019-12-16 15:17,3.41,5.427,8.428,1.006,7392-354869
2019-12-16 15:47,3.41,5.427,8.315,1.006,7392-354869
2019-12-16 16:17,3.41,5.388,8.347,1.007,7392-354869
2019-12-16 16:47,3.41,5.358,8.295,1.005,7392-354869
2019-12-16 17:17,3.41,5.348,8.274,1.005,7392-354869
2019-12-16 17:47,3.41,5.259,8.277,1.005,7392-354869
2019-12-16 18:17,3.41,5.279,8.222,1.006,7392-354869
2019-12-16 18:47,3.41,5.269,8.138,1.005,7392-354869
2019-12-16 19:17,3.41,5.209,8.146,1.006,7392-354869
2019-12-16 19:47,3.4,5.179,8.165,1.006,7392-354869
2019-12-16 20:17,3.4,5.169,8.173,1.006,7392-354869
2019-12-16 20:47,3.4,5.15,8.177,1.005,7392-354869
2019-12-16 21:17,3.4,5.11,8.197,1.006,7392-354869
2019-12-16 21:47,3.4,5.06,8.211,1.005,7392-354869
2019-12-16 22:17,3.4,5.14,8.214,1.006,7392-354869
2019-12-16 22:47,3.4,5.16,8.201,1.007,7392-354869
2019-12-16 23:17,3.4,5.11,8.225,1.006,7392-354869
2019-12-16 23:47,3.4,5.11,8.229,1.006,7392-354869
2019-12-17 00:17,3.4,5.08,8.239,1.006,7392-354869
2019-12-17 00:47,3.4,5.08,8.237,1.006,7392-354869
2019-12-17 01:17,3.4,5.09,8.234,1.006,7392-354869
2019-12-17 01:47,3.4,5.07,8.232,1.006,7392-354869
2019-12-17 02:17,3.4,5.06,8.237,1.006,7392-354869
2019-12-17 02:47,3.4,5.05,8.247,1.006,7392-354869
2019-12-17 03:17,3.4,5.04,8.231,1.005,7392-354869
2019-12-17 03:47,3.4,4.99,8.271,1.006,7392-354869
2019-12-17 04:17,3.4,4.871,8.352,1.006,7392-354869
2019-12-17 04:47,3.4,4.91,8.386,1.006,7392-354869
2019-12-17 05:17,3.4,4.93,8.398,1.006,7392-354869
2019-12-17 05:47,3.4,4.93,8.43,1.006,7392-354869
2019-12-17 06:17,3.4,4.96,8.442,1.006,7392-354869
2019-12-17 06:47,3.4,5.01,8.442,1.006,7392-354869
2019-12-17 07:17,3.4,5,8.457,1.006,7392-354869
2019-12-17 07:47,3.4,5.02,8.464,1.006,7392-354869
2019-12-17 08:17,3.4,5.04,8.479,1.006,7392-354869
2019-12-17 08:47,3.4,5.06,8.499,1.006,7392-354869
2019-12-17 09:17,3.4,5.1,8.496,1.006,7392-354869
2019-12-17 09:47,3.4,5.11,8.491,1.006,7392-354869
2019-12-17 10:17,3.4,5.209,8.473,1.007,7392-354869
2019-12-17 10:47,3.4,5.249,8.465,1.006,7392-354869
2019-12-17 11:17,3.4,5.308,8.437,1.005,7392-354869
2019-12-17 11:47,3.4,5.269,8.484,1.007,7392-354869
2019-12-17 12:17,3.4,5.298,8.458,1.006,7392-354869
2019-12-17 12:47,3.4,5.298,8.444,1.006,7392-354869
2019-12-17 13:17,3.4,5.289,8.474,1.007,7392-354869
2019-12-17 13:47,3.4,5.259,8.485,1.006,7392-354869
2019-12-17 14:17,3.4,5.209,8.538,1.005,7392-354869
2019-12-17 14:47,3.4,5.13,8.609,1.006,7392-354869
2019-12-17 15:17,3.4,5.11,8.639,1.006,7392-354869
2019-12-17 15:47,3.4,5.05,8.706,1.006,7392-354869
2019-12-17 16:17,3.4,5.13,8.702,1.007,7392-354869
2019-12-17 16:47,3.39,5.16,8.733,1.006,7392-354869
2019-12-17 17:17,3.4,5.209,8.751,1.006,7392-354869
2019-12-17 17:47,3.4,5.189,8.772,1.006,7392-354869
2019-12-17 18:17,3.4,5.219,8.741,1.006,7392-354869
2019-12-17 18:47,3.4,5.239,8.742,1.006,7392-354869
2019-12-17 19:17,3.4,5.318,8.761,1.007,7392-354869
2019-12-17 19:47,3.4,5.338,8.748,1.006,7392-354869
2019-12-17 20:17,3.4,5.358,8.713,1.006,7392-354869
2019-12-17 20:47,3.4,5.407,8.719,1.006,7392-354869
2019-12-17 21:17,3.4,5.536,8.719,1.007,7392-354869
2019-12-17 21:47,3.4,5.565,8.736,1.007,7392-354869
2019-12-17 22:17,3.4,5.516,8.761,1.007,7392-354869
2019-12-17 22:47,3.4,5.536,8.713,1.007,7392-354869
2019-12-17 23:17,3.4,5.625,8.644,1.006,7392-354869
2019-12-17 23:47,3.4,5.664,8.664,1.006,7392-354869
2019-12-18 00:17,3.4,5.615,8.772,1.006,7392-354869
2019-12-18 00:47,3.4,5.556,8.842,1.007,7392-354869
2019-12-18 01:17,3.4,5.506,8.907,1.007,7392-354869
2019-12-18 01:47,3.4,5.496,8.908,1.006,7392-354869
2019-12-18 02:17,3.4,5.427,8.973,1.007,7392-354869
2019-12-18 02:47,3.4,5.378,8.978,1.007,7392-354869
2019-12-18 03:17,3.4,5.328,8.983,1.007,7392-354869
2019-12-18 03:47,3.4,5.279,8.949,1.006,7392-354869
2019-12-18 04:17,3.4,5.279,8.917,1.006,7392-354869
2019-12-18 04:47,3.4,5.229,8.945,1.007,7392-354869
2019-12-18 05:17,3.4,5.269,8.959,1.007,7392-354869
2019-12-18 05:47,3.4,5.318,9.002,1.006,7392-354869
2019-12-18 06:17,3.4,5.279,9.031,1.007,7392-354869
2019-12-18 06:47,3.4,5.239,8.974,1.006,7392-354869
2019-12-18 07:17,3.39,5.16,8.956,1.006,7392-354869
2019-12-18 07:47,3.39,5.11,8.911,1.006,7392-354869
2019-12-18 08:17,3.39,5.03,8.933,1.007,7392-354869
2019-12-18 08:47,3.39,4.99,8.923,1.006,7392-354869
2019-12-18 09:17,3.39,4.96,8.948,1.007,7392-354869
2019-12-18 09:47,3.39,4.901,8.969,1.007,7392-354869
2019-12-18 10:17,3.39,4.851,8.952,1.006,7392-354869
2019-12-18 10:47,3.39,4.831,8.934,1.006,7392-354869
2019-12-18 11:17,3.39,4.71,8.962,1.006,7392-354869
2019-12-18 11:47,3.39,4.71,8.934,1.006,7392-354869
2019-12-18 12:17,3.39,4.64,8.957,1.007,7392-354869
2019-12-18 12:47,3.39,4.58,8.958,1.007,7392-354869
2019-12-18 13:17,3.39,4.56,8.943,1.006,7392-354869
2019-12-18 13:47,3.39,4.61,9.008,1.006,7392-354869
2019-12-18 14:17,3.39,4.61,9.018,1.006,7392-354869
2019-12-18 14:47,3.39,4.63,9.098,1.007,7392-354869
2019-12-18 15:17,3.39,4.801,9.154,1.007,7392-354869
2019-12-18 15:47,3.39,4.881,9.171,1.007,7392-354869
2019-12-18 16:17,3.39,5.03,9.274,1.007,7392-354869
2019-12-18 16:47,3.39,5.15,9.337,1.008,7392-354869
2019-12-18 17:17,3.39,5.269,9.361,1.007,7392-354869
2019-12-18 17:47,3.39,5.338,9.475,1.006,7392-354869
2019-12-18 18:17,3.39,5.427,9.508,1.006,7392-354869
2019-12-18 18:47,3.39,5.407,9.595,1.007,7392-354869
2019-12-18 19:17,3.39,5.407,9.598,1.006,7392-354869
2019-12-18 19:47,3.39,5.457,9.643,1.007,7392-354869
2019-12-18 20:17,3.39,5.427,9.603,1.006,7392-354869
2019-12-18 20:47,3.39,5.239,9.631,1.007,7392-354869
2019-12-18 21:17,3.39,5.15,9.659,1.007,7392-354869
2019-12-18 21:47,3.39,5.08,9.756,1.006,7392-354869
2019-12-18 22:17,3.39,5.15,9.927,1.006,7392-354869
2019-12-18 22:47,3.39,5.259,10.12,1.008,7392-354869
2019-12-18 23:17,3.39,5.189,10.214,1.007,7392-354869
2019-12-18 23:47,3.39,5.1,10.288,1.006,7392-354869
2019-12-19 00:17,3.39,4.97,10.218,1.006,7392-354869
2019-12-19 00:47,3.39,4.791,10.143,1.007,7392-354869
2019-12-19 01:17,3.39,4.67,10.078,1.006,7392-354869
2019-12-19 01:47,3.39,4.61,10.148,1.007,7392-354869
2019-12-19 02:17,3.39,4.55,10.253,1.008,7392-354869
2019-12-19 02:47,3.39,4.237,10.509,1.007,7392-354869
2019-12-19 03:17,3.39,3.861,10.467,1.006,7392-354869
2019-12-19 03:47,3.39,3.647,10.418,1.007,7392-354869
2019-12-19 04:17,3.39,3.575,10.393,1.007,7392-354869
2019-12-19 04:47,3.39,3.585,10.372,1.008,7392-354869
2019-12-19 05:17,3.39,3.472,10.389,1.007,7392-354869
2019-12-19 05:47,3.39,3.246,10.485,1.008,7392-354869
2019-12-19 06:17,3.39,3.122,10.532,1.007,7392-354869
2019-12-19 06:47,3.39,3.008,10.564,1.006,7392-354869
2019-12-19 07:17,3.39,2.945,10.599,1.007,7392-354869
2019-12-19 07:47,3.39,2.821,10.618,1.007,7392-354869
2019-12-19 08:17,3.39,2.664,10.653,1.007,7392-354869
2019-12-19 08:47,3.39,2.455,10.691,1.008,7392-354869
2019-12-19 09:17,3.39,2.15,10.715,1.006,7392-354869
2019-12-19 09:47,3.38,2.171,10.703,1.007,7392-354869
2019-12-19 10:17,3.38,2.086,10.719,1.007,7392-354869
2019-12-19 10:47,3.38,1.959,10.739,1.008,7392-354869
2019-12-19 11:17,3.38,1.736,10.733,1.007,7392-354869
2019-12-19 11:47,3.38,1.662,10.733,1.008,7392-354869
2019-12-19 12:17,3.38,1.565,10.761,1.008,7392-354869
2019-12-19 12:47,3.38,1.63,10.763,1.008,7392-354869
2019-12-19 13:17,3.38,1.458,10.755,1.008,7392-354869
2019-12-19 13:47,3.38,1.373,10.851,1.009,7392-354869
2019-12-19 14:17,3.38,1.598,10.803,1.008,7392-354869
2019-12-19 14:47,3.38,1.662,10.876,1.008,7392-354869
2019-12-19 15:17,3.38,1.768,10.863,1.007,7392-354869
2019-12-19 15:47,3.38,1.906,10.948,1.008,7392-354869
2019-12-19 16:17,3.38,2.002,10.994,1.008,7392-354869
2019-12-19 16:47,3.38,2.129,11.046,1.008,7392-354869
2019-12-19 17:17,3.38,2.287,11.074,1.007,7392-354869
2019-12-19 17:47,3.38,2.339,11.145,1.009,7392-354869
2019-12-19 18:17,3.38,2.35,11.194,1.008,7392-354869
2019-12-19 18:47,3.38,2.402,11.245,1.008,7392-354869
2019-12-19 19:17,3.38,2.381,11.249,1.007,7392-354869
2019-12-19 19:47,3.38,2.329,11.269,1.007,7392-354869
2019-12-19 20:17,3.38,2.202,11.316,1.007,7392-354869
2019-12-19 20:47,3.38,1.991,11.354,1.007,7392-354869
2019-12-19 21:17,3.38,1.864,11.383,1.007,7392-354869
2019-12-19 21:47,3.38,1.853,11.367,1.008,7392-354869
2019-12-19 22:17,3.38,1.832,11.376,1.008,7392-354869
2019-12-19 22:47,3.38,1.832,11.369,1.008,7392-354869
2019-12-19 23:17,3.38,1.885,11.333,1.007,7392-354869
2019-12-19 23:47,3.38,1.98,11.246,1.007,7392-354869
2019-12-20 00:17,3.38,2.033,11.231,1.008,7392-354869
2019-12-20 00:47,3.38,2.033,11.2,1.007,7392-354869
2019-12-20 01:17,3.38,2.012,11.185,1.007,7392-354869
2019-12-20 01:47,3.38,2.033,11.187,1.007,7392-354869
2019-12-20 02:17,3.38,2.065,11.162,1.008,7392-354869
2019-12-20 02:47,3.38,2.023,11.155,1.007,7392-354869
2019-12-20 03:17,3.38,2.055,11.155,1.008,7392-354869
2019-12-20 03:47,3.38,2.023,11.147,1.008,7392-354869
2019-12-20 04:17,3.37,2.044,11.15,1.008,7392-354869
2019-12-20 04:47,3.38,2.076,11.141,1.007,7392-354869
2019-12-20 05:17,3.38,2.086,11.156,1.008,7392-354869
2019-12-20 05:47,3.38,2.076,11.161,1.008,7392-354869
2019-12-20 06:17,3.37,2.086,11.138,1.008,7392-354869
2019-12-20 06:47,3.37,2.023,11.159,1.007,7392-354869
2019-12-20 07:17,3.38,2.012,11.207,1.008,7392-354869
2019-12-20 07:47,3.37,1.991,11.221,1.008,7392-354869
2019-12-20 08:17,3.37,1.991,11.195,1.007,7392-354869
2019-12-20 08:47,3.37,1.98,11.182,1.008,7392-354869
2019-12-20 09:17,3.37,1.906,11.185,1.007,7392-354869
2019-12-20 09:47,3.37,1.927,11.16,1.008,7392-354869
2019-12-20 10:17,3.37,1.938,11.147,1.007,7392-354869
2019-12-20 10:47,3.37,1.927,11.147,1.007,7392-354869
2019-12-20 11:17,3.37,1.864,11.176,1.008,7392-354869
2019-12-20 11:47,3.37,1.864,11.169,1.008,7392-354869
2019-12-20 12:17,3.37,1.864,11.187,1.008,7392-354869
2019-12-20 12:47,3.37,1.843,11.276,1.008,7392-354869
2019-12-20 13:17,3.37,1.864,11.376,1.009,7392-354869
2019-12-20 13:47,3.37,1.959,11.52,1.008,7392-354869
2019-12-20 14:17,3.37,1.97,11.603,1.008,7392-354869
2019-12-20 14:47,3.37,2.276,11.636,1.009,7392-354869
2019-12-20 15:17,3.37,2.413,11.611,1.009,7392-354869
2019-12-20 15:47,3.37,2.486,11.642,1.008,7392-354869
2019-12-20 16:17,3.37,2.612,11.614,1.009,7392-354869
2019-12-20 16:47,3.37,2.664,11.56,1.01,7392-354869
2019-12-20 17:17,3.37,2.737,11.445,1.008,7392-354869
2019-12-20 17:47,3.37,2.81,11.461,1.009,7392-354869
2019-12-20 18:17,3.37,2.904,11.516,1.009,7392-354869
2019-12-20 18:47,3.38,3.008,11.569,1.008,7392-354869
2019-12-20 19:17,3.37,2.987,11.512,1.008,7392-354869
2019-12-20 19:47,3.37,3.018,11.545,1.008,7392-354869
2019-12-20 20:17,3.37,3.039,11.559,1.008,7392-354869
2019-12-20 20:47,3.37,2.935,11.316,1.007,7392-354869
2019-12-20 21:17,3.37,2.956,11.21,1.008,7392-354869
2019-12-20 21:47,3.37,2.935,11.132,1.009,7392-354869
2019-12-20 22:17,3.37,2.935,11.067,1.008,7392-354869
2019-12-20 22:47,3.37,2.956,11.048,1.008,7392-354869
2019-12-20 23:17,3.37,2.945,11.028,1.008,7392-354869
2019-12-20 23:47,3.37,2.904,11.021,1.008,7392-354869
2019-12-21 00:17,3.37,2.904,10.983,1.008,7392-354869
2019-12-21 00:47,3.38,2.893,10.951,1.008,7392-354869
2019-12-21 01:17,3.38,2.883,10.961,1.008,7392-354869
2019-12-21 01:47,3.38,2.914,10.94,1.009,7392-354869
2019-12-21 02:17,3.37,2.904,10.918,1.009,7392-354869
2019-12-21 02:47,3.38,2.914,10.9,1.008,7392-354869
2019-12-21 03:17,3.38,2.893,10.899,1.007,7392-354869
2019-12-21 03:47,3.38,2.893,10.896,1.008,7392-354869
2019-12-21 04:17,3.38,2.883,10.905,1.008,7392-354869
2019-12-21 04:47,3.38,2.893,10.926,1.009,7392-354869
2019-12-21 05:17,3.38,2.904,10.898,1.007,7392-354869
2019-12-21 05:47,3.38,2.925,10.929,1.008,7392-354869
2019-12-21 06:17,3.38,2.914,10.955,1.008,7392-354869
2019-12-21 06:47,3.38,2.945,10.899,1.008,7392-354869
2019-12-21 07:17,3.38,2.925,10.949,1.008,7392-354869
2019-12-21 07:47,3.38,2.904,10.981,1.007,7392-354869
2019-12-21 08:17,3.38,2.925,10.982,1.008,7392-354869
2019-12-21 08:47,3.37,2.935,10.966,1.008,7392-354869
2019-12-21 09:17,3.37,2.945,10.966,1.008,7392-354869
2019-12-21 09:47,3.38,2.956,10.963,1.008,7392-354869
2019-12-21 10:17,3.37,2.945,10.98,1.008,7392-354869
2019-12-21 10:47,3.37,2.987,10.949,1.008,7392-354869
2019-12-21 11:17,3.38,2.977,10.953,1.009,7392-354869
2019-12-21 11:47,3.38,2.966,10.944,1.008,7392-354869
2019-12-21 12:17,3.38,2.966,10.968,1.008,7392-354869
2019-12-21 12:47,3.38,2.945,11.093,1.009,7392-354869
2019-12-21 13:17,3.38,3.049,11.281,1.009,7392-354869
2019-12-21 13:47,3.38,3.101,11.568,1.009,7392-354869
2019-12-21 14:17,3.37,3.204,11.651,1.008,7392-354869
2019-12-21 14:47,3.38,3.256,11.718,1.009,7392-354869
2019-12-21 15:17,3.38,3.256,11.735,1.008,7392-354869
2019-12-21 15:47,3.38,3.369,11.775,1.009,7392-354869
2019-12-21 16:17,3.38,3.39,11.762,1.008,7392-354869
