SiteID,Date,Time,Date.Time,Water.Temp.C,Air.LoggerID,Air.RowID,Air.Temp.C,Water.P.psi,Air.BP.psi,Sensor.Depth.ft,Water.LoggerID,Water.RowID,Flag.Date.Time,Flag.Water.Temp.C,Flag.Air.Temp.C,Flag.Water.P.psi,Flag.Air.BP.psi,Flag.Sensor.Depth.ft,Month,Day,Year,Flag.Gross.Water.Temp.C,Flag.Spike.Water.Temp.C,Flag.RoC.Water.Temp.C,Flag.Flat.Water.Temp.C,Flag.Gross.Air.Temp.C,Flag.Spike.Air.Temp.C,Flag.RoC.Air.Temp.C,Flag.Flat.Air.Temp.C,Flag.Gross.Water.P.psi,Flag.Spike.Water.P.psi,Flag.RoC.Water.P.psi,Flag.Flat.Water.P.psi,Flag.Gross.Air.BP.psi,Flag.Spike.Air.BP.psi,Flag.RoC.Air.BP.psi,Flag.Flat.Air.BP.psi,Flag.Gross.Sensor.Depth.ft,Flag.Spike.Sensor.Depth.ft,Flag.RoC.Sensor.Depth.ft,Flag.Flat.Sensor.Depth.ft,Comment.MOD.Date.Time,RAW.Date.Time,Comment.MOD.Water.Temp.C,RAW.Water.Temp.C,Comment.MOD.Air.Temp.C,RAW.Air.Temp.C,Comment.MOD.Water.P.psi,RAW.Water.P.psi,Comment.MOD.Air.BP.psi,RAW.Air.BP.psi,Comment.MOD.Sensor.Depth.ft,RAW.Sensor.Depth.ft
DOW04055002,2015-11-20,23:00:00,2015-11-20 23:00:00,10.063,9727221,3909,-0.102,14.5933,14.2634,0.761,10229543,3909,,P,P,P,P,P,11,20,2015,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2015-11-20 23:00:00,,10.063,,-0.102,,14.5933,,14.2634,,0.761
DOW04055002,2015-11-20,23:30:00,2015-11-20 23:30:00,9.965,9727221,3910,-0.437,14.588,14.2579,0.762,10229543,3910,,P,P,P,P,P,11,20,2015,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2015-11-20 23:30:00,,9.965,,-0.437,,14.588,,14.2579,,0.762
DOW04055002,2015-11-21,00:00:00,2015-11-21 00:00:00,9.965,9727221,3911,-0.662,14.5789,14.2504,0.758,10229543,3911,,P,P,P,P,P,11,21,2015,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2015-11-21 00:00:00,,9.965,,-0.662,,14.5789,,14.2504,,0.758
DOW04055002,2015-11-21,00:30:00,2015-11-21 00:30:00,9.866,9727221,3912,-0.774,14.5715,14.243,0.758,10229543,3912,,P,P,P,P,P,11,21,2015,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2015-11-21 00:30:00,,9.866,,-0.774,,14.5715,,14.243,,0.758
DOW04055002,2015-11-21,01:00:00,2015-11-21 01:00:00,9.866,9727221,3913,-0.774,14.5692,14.2407,0.758,10229543,3913,,P,P,P,P,P,11,21,2015,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2015-11-21 01:00:00,,9.866,,-0.774,,14.5692,,14.2407,,0.758
DOW04055002,2015-11-21,01:30:00,2015-11-21 01:30:00,9.866,9727221,3914,-0.887,14.5577,14.2311,0.754,10229543,3914,,P,P,P,P,P,11,21,2015,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2015-11-21 01:30:00,,9.866,,-0.887,,14.5577,,14.2311,,0.754
DOW04055002,2015-11-21,02:00:00,2015-11-21 02:00:00,9.866,9727221,3915,-1.001,14.5531,14.2262,0.754,10229543,3915,,P,P,P,P,P,11,21,2015,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2015-11-21 02:00:00,,9.866,,-1.001,,14.5531,,14.2262,,0.754
DOW04055002,2015-11-21,02:30:00,2015-11-21 02:30:00,9.768,9727221,3916,-1.001,14.5457,14.2192,0.753,10229543,3916,,P,P,P,P,P,11,21,2015,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2015-11-21 02:30:00,,9.768,,-1.001,,14.5457,,14.2192,,0.753
DOW04055002,2015-11-21,03:00:00,2015-11-21 03:00:00,9.768,9727221,3917,-1.114,14.5387,14.212,0.754,10229543,3917,,P,P,P,P,P,11,21,2015,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2015-11-21 03:00:00,,9.768,,-1.114,,14.5387,,14.212,,0.754
DOW04055002,2015-11-21,03:30:00,2015-11-21 03:30:00,9.768,9727221,3918,-1.228,14.5366,14.214,0.744,10229543,3918,,P,P,P,P,P,11,21,2015,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2015-11-21 03:30:00,,9.768,,-1.228,,14.5366,,14.214,,0.744
DOW04055002,2015-11-21,04:00:00,2015-11-21 04:00:00,9.866,9727221,3919,-1.341,14.5302,14.2044,0.752,10229543,3919,,P,P,P,P,P,11,21,2015,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2015-11-21 04:00:00,,9.866,,-1.341,,14.5302,,14.2044,,0.752
DOW04055002,2015-11-21,04:30:00,2015-11-21 04:30:00,9.866,9727221,3920,-1.341,14.5279,14.1998,0.757,10229543,3920,,P,P,P,P,P,11,21,2015,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2015-11-21 04:30:00,,9.866,,-1.341,,14.5279,,14.1998,,0.757
DOW04055002,2015-11-21,05:00:00,2015-11-21 05:00:00,9.866,9727221,3921,-1.456,14.5255,14.2018,0.747,10229543,3921,,P,P,P,P,P,11,21,2015,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2015-11-21 05:00:00,,9.866,,-1.456,,14.5255,,14.2018,,0.747
DOW04055002,2015-11-21,05:30:00,2015-11-21 05:30:00,9.965,9727221,3922,-1.456,14.5236,14.1972,0.753,10229543,3922,,P,P,P,P,P,11,21,2015,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2015-11-21 05:30:00,,9.965,,-1.456,,14.5236,,14.1972,,0.753
DOW04055002,2015-11-21,06:00:00,2015-11-21 06:00:00,9.965,9727221,3923,-1.456,14.5191,14.1948,0.748,10229543,3923,,P,P,P,P,P,11,21,2015,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2015-11-21 06:00:00,,9.965,,-1.456,,14.5191,,14.1948,,0.748
DOW04055002,2015-11-21,06:30:00,2015-11-21 06:30:00,9.965,9727221,3924,-1.57,14.5168,14.1922,0.749,10229543,3924,,P,P,P,P,P,11,21,2015,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2015-11-21 06:30:00,,9.965,,-1.57,,14.5168,,14.1922,,0.749
DOW04055002,2015-11-21,07:00:00,2015-11-21 07:00:00,9.965,9727221,3925,-1.684,14.5145,14.1896,0.75,10229543,3925,,P,P,P,P,P,11,21,2015,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2015-11-21 07:00:00,,9.965,,-1.684,,14.5145,,14.1896,,0.75
DOW04055002,2015-11-21,07:30:00,2015-11-21 07:30:00,10.161,9727221,3926,-1.684,14.5155,14.1873,0.757,10229543,3926,,P,P,P,P,P,11,21,2015,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2015-11-21 07:30:00,,10.161,,-1.684,,14.5155,,14.1873,,0.757
DOW04055002,2015-11-21,08:00:00,2015-11-21 08:00:00,10.161,9727221,3927,-1.57,14.5087,14.183,0.752,10229543,3927,,P,P,P,P,P,11,21,2015,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2015-11-21 08:00:00,,10.161,,-1.57,,14.5087,,14.183,,0.752
DOW04055002,2015-11-21,08:30:00,2015-11-21 08:30:00,10.161,9727221,3928,-1.228,14.5017,14.1769,0.75,10229543,3928,,P,P,P,P,P,11,21,2015,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2015-11-21 08:30:00,,10.161,,-1.228,,14.5017,,14.1769,,0.75
DOW04055002,2015-11-21,09:00:00,2015-11-21 09:00:00,10.161,9727221,3929,-0.325,14.4926,14.1722,0.739,10229543,3929,,P,P,P,P,P,11,21,2015,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2015-11-21 09:00:00,,10.161,,-0.325,,14.4926,,14.1722,,0.739
DOW04055002,2015-11-21,09:30:00,2015-11-21 09:30:00,10.063,9727221,3930,2.837,14.4874,14.1669,0.74,10229543,3930,,P,P,P,P,P,11,21,2015,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2015-11-21 09:30:00,,10.063,,2.837,,14.4874,,14.1669,,0.74
DOW04055002,2015-11-21,10:00:00,2015-11-21 10:00:00,10.063,9727221,3931,9.373,14.4829,14.1629,0.738,10229543,3931,,P,P,P,P,P,11,21,2015,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2015-11-21 10:00:00,,10.063,,9.373,,14.4829,,14.1629,,0.738
DOW04055002,2015-11-21,10:30:00,2015-11-21 10:30:00,10.161,9727221,3932,14.996,14.4765,14.1605,0.729,10229543,3932,,P,P,P,P,P,11,21,2015,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2015-11-21 10:30:00,,10.161,,14.996,,14.4765,,14.1605,,0.729
DOW04055002,2015-11-21,11:00:00,2015-11-21 11:00:00,10.357,9727221,3933,17.855,14.4729,14.1497,0.746,10229543,3933,,P,P,P,P,P,11,21,2015,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2015-11-21 11:00:00,,10.357,,17.855,,14.4729,,14.1497,,0.746
DOW04055002,2015-11-21,11:30:00,2015-11-21 11:30:00,10.553,9727221,3934,22.238,14.4624,14.1451,0.732,10229543,3934,,P,P,P,P,P,11,21,2015,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2015-11-21 11:30:00,,10.553,,22.238,,14.4624,,14.1451,,0.732
DOW04055002,2015-11-21,12:00:00,2015-11-21 12:00:00,10.651,9727221,3935,21.282,14.4582,14.1367,0.742,10229543,3935,,P,P,P,P,P,11,21,2015,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2015-11-21 12:00:00,,10.651,,21.282,,14.4582,,14.1367,,0.742
DOW04055002,2015-11-21,12:30:00,2015-11-21 12:30:00,10.651,9727221,3936,21.378,14.4468,14.1278,0.736,10229543,3936,,P,P,P,P,P,11,21,2015,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2015-11-21 12:30:00,,10.651,,21.378,,14.4468,,14.1278,,0.736
DOW04055002,2015-11-21,13:00:00,2015-11-21 13:00:00,10.748,9727221,3937,20.901,14.4381,14.1167,0.742,10229543,3937,,P,P,P,P,P,11,21,2015,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2015-11-21 13:00:00,,10.748,,20.901,,14.4381,,14.1167,,0.742
DOW04055002,2015-11-21,13:30:00,2015-11-21 13:30:00,10.748,9727221,3938,17.95,14.4313,14.1033,0.757,10229543,3938,,P,P,P,P,P,11,21,2015,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2015-11-21 13:30:00,,10.748,,17.95,,14.4313,,14.1033,,0.757
DOW04055002,2015-11-21,14:00:00,2015-11-21 14:00:00,10.748,9727221,3939,16.523,14.4243,14.0913,0.768,10229543,3939,,P,P,P,P,P,11,21,2015,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2015-11-21 14:00:00,,10.748,,16.523,,14.4243,,14.0913,,0.768
DOW04055002,2015-11-21,14:30:00,2015-11-21 14:30:00,10.846,9727221,3940,16.618,14.4156,14.0893,0.753,10229543,3940,,P,P,P,P,P,11,21,2015,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2015-11-21 14:30:00,,10.846,,16.618,,14.4156,,14.0893,,0.753
DOW04055002,2015-11-21,15:00:00,2015-11-21 15:00:00,10.846,9727221,3941,16.046,14.4156,14.0943,0.741,10229543,3941,,P,P,P,P,P,11,21,2015,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2015-11-21 15:00:00,,10.846,,16.046,,14.4156,,14.0943,,0.741
DOW04055002,2015-11-21,15:30:00,2015-11-21 15:30:00,10.846,9727221,3942,14.613,14.4109,14.0869,0.748,10229543,3942,,P,P,P,P,P,11,21,2015,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2015-11-21 15:30:00,,10.846,,14.613,,14.4109,,14.0869,,0.748
DOW04055002,2015-11-21,16:00:00,2015-11-21 16:00:00,10.846,9727221,3943,13.461,14.4156,14.0924,0.746,10229543,3943,,P,P,P,P,P,11,21,2015,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2015-11-21 16:00:00,,10.846,,13.461,,14.4156,,14.0924,,0.746
DOW04055002,2015-11-21,16:30:00,2015-11-21 16:30:00,10.846,9727221,3944,13.173,14.4133,14.0891,0.748,10229543,3944,,P,P,P,P,P,11,21,2015,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2015-11-21 16:30:00,,10.846,,13.173,,14.4133,,14.0891,,0.748
DOW04055002,2015-11-21,17:00:00,2015-11-21 17:00:00,10.846,9727221,3945,12.594,14.4109,14.0872,0.747,10229543,3945,,P,P,P,P,P,11,21,2015,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2015-11-21 17:00:00,,10.846,,12.594,,14.4109,,14.0872,,0.747
DOW04055002,2015-11-21,17:30:00,2015-11-21 17:30:00,10.846,9727221,3946,11.722,14.4133,14.0913,0.743,10229543,3946,,P,P,P,P,P,11,21,2015,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2015-11-21 17:30:00,,10.846,,11.722,,14.4133,,14.0913,,0.743
DOW04055002,2015-11-21,18:00:00,2015-11-21 18:00:00,10.846,9727221,3947,10.846,14.4179,14.0955,0.744,10229543,3947,,P,P,P,P,P,11,21,2015,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2015-11-21 18:00:00,,10.846,,10.846,,14.4179,,14.0955,,0.744
DOW04055002,2015-11-21,18:30:00,2015-11-21 18:30:00,10.846,9727221,3948,10.357,14.4294,14.1078,0.742,10229543,3948,,P,P,P,P,P,11,21,2015,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2015-11-21 18:30:00,,10.846,,10.357,,14.4294,,14.1078,,0.742
DOW04055002,2015-11-21,19:00:00,2015-11-21 19:00:00,10.846,9727221,3949,10.455,14.4478,14.1268,0.741,10229543,3949,,P,P,P,P,P,11,21,2015,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2015-11-21 19:00:00,,10.846,,10.455,,14.4478,,14.1268,,0.741
DOW04055002,2015-11-21,19:30:00,2015-11-21 19:30:00,10.944,9727221,3950,10.651,14.4621,14.139,0.746,10229543,3950,,P,P,P,P,P,11,21,2015,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2015-11-21 19:30:00,,10.944,,10.651,,14.4621,,14.139,,0.746
DOW04055002,2015-11-21,20:00:00,2015-11-21 20:00:00,10.944,9727221,3951,9.866,14.4713,14.1505,0.74,10229543,3951,,P,P,P,P,P,11,21,2015,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2015-11-21 20:00:00,,10.944,,9.866,,14.4713,,14.1505,,0.74
DOW04055002,2015-11-21,20:30:00,2015-11-21 20:30:00,10.846,9727221,3952,9.176,14.4846,14.1624,0.744,10229543,3952,,P,P,P,P,P,11,21,2015,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2015-11-21 20:30:00,,10.846,,9.176,,14.4846,,14.1624,,0.744
DOW04055002,2015-11-21,21:00:00,2015-11-21 21:00:00,10.748,9727221,3953,7.983,14.4978,14.1771,0.74,10229543,3953,,P,P,P,P,P,11,21,2015,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2015-11-21 21:00:00,,10.748,,7.983,,14.4978,,14.1771,,0.74
DOW04055002,2015-11-21,21:30:00,2015-11-21 21:30:00,10.748,9727221,3954,7.28,14.5025,14.1798,0.745,10229543,3954,,P,P,P,P,P,11,21,2015,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2015-11-21 21:30:00,,10.748,,7.28,,14.5025,,14.1798,,0.745
DOW04055002,2015-11-21,22:00:00,2015-11-21 22:00:00,10.651,9727221,3955,6.877,14.502,14.1808,0.741,10229543,3955,,P,P,P,P,P,11,21,2015,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2015-11-21 22:00:00,,10.651,,6.877,,14.502,,14.1808,,0.741
DOW04055002,2015-11-21,22:30:00,2015-11-21 22:30:00,10.748,9727221,3956,6.471,14.5048,14.1819,0.745,10229543,3956,,P,P,P,P,P,11,21,2015,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2015-11-21 22:30:00,,10.748,,6.471,,14.5048,,14.1819,,0.745
DOW04055002,2015-11-21,23:00:00,2015-11-21 23:00:00,10.748,9727221,3957,6.166,14.5118,14.1903,0.742,10229543,3957,,P,P,P,P,P,11,21,2015,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2015-11-21 23:00:00,,10.748,,6.166,,14.5118,,14.1903,,0.742
DOW04055002,2015-11-21,23:30:00,2015-11-21 23:30:00,10.651,9727221,3958,5.45,14.5135,14.1951,0.735,10229543,3958,,P,P,P,P,P,11,21,2015,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2015-11-21 23:30:00,,10.651,,5.45,,14.5135,,14.1951,,0.735
DOW04055002,2015-11-22,00:00:00,2015-11-22 00:00:00,10.651,9727221,3959,4.934,14.5203,14.203,0.732,10229543,3959,,P,P,P,P,P,11,22,2015,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2015-11-22 00:00:00,,10.651,,4.934,,14.5203,,14.203,,0.732
DOW04055002,2015-11-22,00:30:00,2015-11-22 00:30:00,10.651,9727221,3960,4.311,14.5203,14.2035,0.731,10229543,3960,,P,P,P,P,P,11,22,2015,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2015-11-22 00:30:00,,10.651,,4.311,,14.5203,,14.2035,,0.731
DOW04055002,2015-11-22,01:00:00,2015-11-22 01:00:00,10.553,9727221,3961,3.893,14.5199,14.207,0.722,10229543,3961,,P,P,P,P,P,11,22,2015,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2015-11-22 01:00:00,,10.553,,3.893,,14.5199,,14.207,,0.722
DOW04055002,2015-11-22,01:30:00,2015-11-22 01:30:00,10.357,9727221,3962,3.578,14.5257,14.2083,0.732,10229543,3962,,P,P,P,P,P,11,22,2015,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2015-11-22 01:30:00,,10.357,,3.578,,14.5257,,14.2083,,0.732
DOW04055002,2015-11-22,02:00:00,2015-11-22 02:00:00,10.259,9727221,3963,3.472,14.5252,14.208,0.732,10229543,3963,,P,P,P,P,P,11,22,2015,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2015-11-22 02:00:00,,10.259,,3.472,,14.5252,,14.208,,0.732
DOW04055002,2015-11-22,02:30:00,2015-11-22 02:30:00,10.161,9727221,3964,3.367,14.527,14.2054,0.742,10229543,3964,,P,P,P,P,P,11,22,2015,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2015-11-22 02:30:00,,10.161,,3.367,,14.527,,14.2054,,0.742
DOW04055002,2015-11-22,03:00:00,2015-11-22 03:00:00,10.063,9727221,3965,3.155,14.5289,14.2095,0.737,10229543,3965,,P,P,P,P,P,11,22,2015,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2015-11-22 03:00:00,,10.063,,3.155,,14.5289,,14.2095,,0.737
DOW04055002,2015-11-22,03:30:00,2015-11-22 03:30:00,10.063,9727221,3966,2.943,14.5265,14.2112,0.728,10229543,3966,,P,P,P,P,P,11,22,2015,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2015-11-22 03:30:00,,10.063,,2.943,,14.5265,,14.2112,,0.728
DOW04055002,2015-11-22,04:00:00,2015-11-22 04:00:00,10.063,9727221,3967,2.73,14.5289,14.213,0.729,10229543,3967,,P,P,P,P,P,11,22,2015,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2015-11-22 04:00:00,,10.063,,2.73,,14.5289,,14.213,,0.729
DOW04055002,2015-11-22,04:30:00,2015-11-22 04:30:00,9.965,9727221,3968,2.624,14.5329,14.2173,0.728,10229543,3968,,P,P,P,P,P,11,22,2015,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2015-11-22 04:30:00,,9.965,,2.624,,14.5329,,14.2173,,0.728
DOW04055002,2015-11-22,05:00:00,2015-11-22 05:00:00,9.965,9727221,3969,2.41,14.5352,14.2191,0.73,10229543,3969,,P,P,P,P,P,11,22,2015,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2015-11-22 05:00:00,,9.965,,2.41,,14.5352,,14.2191,,0.73
DOW04055002,2015-11-22,05:30:00,2015-11-22 05:30:00,9.866,9727221,3970,2.303,14.537,14.2234,0.724,10229543,3970,,P,P,P,P,P,11,22,2015,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2015-11-22 05:30:00,,9.866,,2.303,,14.537,,14.2234,,0.724
DOW04055002,2015-11-22,06:00:00,2015-11-22 06:00:00,9.866,9727221,3971,2.088,14.5416,14.2252,0.73,10229543,3971,,P,P,P,P,P,11,22,2015,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2015-11-22 06:00:00,,9.866,,2.088,,14.5416,,14.2252,,0.73
DOW04055002,2015-11-22,06:30:00,2015-11-22 06:30:00,9.768,9727221,3972,1.98,14.5434,14.2295,0.724,10229543,3972,,P,P,P,P,P,11,22,2015,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2015-11-22 06:30:00,,9.768,,1.98,,14.5434,,14.2295,,0.724
DOW04055002,2015-11-22,07:00:00,2015-11-22 07:00:00,9.768,9727221,3973,1.98,14.5457,14.2318,0.724,10229543,3973,,P,P,P,P,P,11,22,2015,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2015-11-22 07:00:00,,9.768,,1.98,,14.5457,,14.2318,,0.724
DOW04055002,2015-11-22,07:30:00,2015-11-22 07:30:00,9.866,9727221,3974,1.98,14.5508,14.2365,0.725,10229543,3974,,P,P,P,P,P,11,22,2015,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2015-11-22 07:30:00,,9.866,,1.98,,14.5508,,14.2365,,0.725
DOW04055002,2015-11-22,08:00:00,2015-11-22 08:00:00,9.866,9727221,3975,1.98,14.5463,14.2341,0.72,10229543,3975,,P,P,P,P,P,11,22,2015,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2015-11-22 08:00:00,,9.866,,1.98,,14.5463,,14.2341,,0.72
DOW04055002,2015-11-22,08:30:00,2015-11-22 08:30:00,9.866,9727221,3976,2.195,14.5577,14.2417,0.729,10229543,3976,,P,P,P,P,P,11,22,2015,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2015-11-22 08:30:00,,9.866,,2.195,,14.5577,,14.2417,,0.729
DOW04055002,2015-11-22,09:00:00,2015-11-22 09:00:00,9.768,9727221,3977,2.303,14.5527,14.2397,0.722,10229543,3977,,P,P,P,P,P,11,22,2015,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2015-11-22 09:00:00,,9.768,,2.303,,14.5527,,14.2397,,0.722
DOW04055002,2015-11-22,09:30:00,2015-11-22 09:30:00,9.768,9727221,3978,2.41,14.5571,14.2446,0.721,10229543,3978,,P,P,P,P,P,11,22,2015,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2015-11-22 09:30:00,,9.768,,2.41,,14.5571,,14.2446,,0.721
DOW04055002,2015-11-22,10:00:00,2015-11-22 10:00:00,9.768,9727221,3979,2.517,14.5595,14.2472,0.72,10229543,3979,,P,P,P,P,P,11,22,2015,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2015-11-22 10:00:00,,9.768,,2.517,,14.5595,,14.2472,,0.72
DOW04055002,2015-11-22,10:30:00,2015-11-22 10:30:00,9.768,9727221,3980,2.517,14.5641,14.2495,0.726,10229543,3980,,P,P,P,P,P,11,22,2015,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2015-11-22 10:30:00,,9.768,,2.517,,14.5641,,14.2495,,0.726
DOW04055002,2015-11-22,11:00:00,2015-11-22 11:00:00,9.669,9727221,3981,2.41,14.5612,14.2469,0.725,10229543,3981,,P,P,P,P,P,11,22,2015,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2015-11-22 11:00:00,,9.669,,2.41,,14.5612,,14.2469,,0.725
DOW04055002,2015-11-22,11:30:00,2015-11-22 11:30:00,9.768,9727221,3982,2.837,14.5571,14.2434,0.724,10229543,3982,,P,P,P,P,P,11,22,2015,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2015-11-22 11:30:00,,9.768,,2.837,,14.5571,,14.2434,,0.724
DOW04055002,2015-11-22,12:00:00,2015-11-22 12:00:00,9.768,9727221,3983,3.049,14.5503,14.2395,0.717,10229543,3983,,P,P,P,P,P,11,22,2015,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2015-11-22 12:00:00,,9.768,,3.049,,14.5503,,14.2395,,0.717
DOW04055002,2015-11-22,12:30:00,2015-11-22 12:30:00,9.768,9727221,3984,3.472,14.5457,14.2337,0.72,10229543,3984,,P,P,P,P,P,11,22,2015,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2015-11-22 12:30:00,,9.768,,3.472,,14.5457,,14.2337,,0.72
DOW04055002,2015-11-22,13:00:00,2015-11-22 13:00:00,9.768,9727221,3985,4.311,14.5366,14.2244,0.72,10229543,3985,,P,P,P,P,P,11,22,2015,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2015-11-22 13:00:00,,9.768,,4.311,,14.5366,,14.2244,,0.72
DOW04055002,2015-11-22,13:30:00,2015-11-22 13:30:00,9.866,9727221,3986,4.519,14.5302,14.2204,0.715,10229543,3986,,P,P,P,P,P,11,22,2015,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2015-11-22 13:30:00,,9.866,,4.519,,14.5302,,14.2204,,0.715
DOW04055002,2015-11-22,14:00:00,2015-11-22 14:00:00,9.866,9727221,3987,5.037,14.5302,14.2195,0.717,10229543,3987,,P,P,P,P,P,11,22,2015,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,2015-11-22 14:00:00,,9.866,,5.037,,14.5302,,14.2195,,0.717
